,score,turns_taken,execution_time,largest_tile
0,624,172,8.863643300000149,64
1,464,152,9.160669299999881,32
2,768,206,12.312830500000018,64
3,620,168,10.082195800000136,64
4,760,204,14.404356200000166,64
5,356,120,8.17215299999998,32
6,900,220,13.15668289999985,64
7,1048,252,16.935441800000262,64
8,544,162,9.502740200000062,32
9,588,162,11.232756800000061,64
10,420,134,10.150268100000176,32
11,412,136,7.5919057999999495,32
12,428,138,9.104325400000107,32
13,724,188,12.985131399999773,64
14,728,192,12.356590700000197,64
15,480,148,8.834808099999918,32
16,516,158,7.365483499999755,32
17,792,212,10.352992099999938,64
18,856,220,13.241152300000067,64
19,1412,292,16.69859680000036,128
20,724,192,11.671405900000082,64
21,444,144,8.940771399999903,32
22,616,168,9.438901500000156,64
23,680,180,12.364761499999986,64
24,484,150,9.670984500000031,32
25,704,186,12.570189899999605,64
26,328,122,8.228661099999954,32
27,764,204,13.14506960000017,64
28,944,234,14.923823400000401,64
29,320,116,7.494096700000227,32
30,652,176,11.490756300000157,64
31,384,128,8.943387200000416,32
32,1028,222,13.554150899999968,128
33,832,216,11.43779880000011,64
34,804,218,13.481956600000103,64
35,524,160,10.52864529999988,32
36,1016,246,15.420856599999752,64
37,872,208,13.06506040000022,64
38,776,202,11.240684200000032,64
39,748,198,12.444312699999955,64
40,756,202,13.018816299999799,64
41,400,138,8.930464400000346,32
42,956,232,13.815228299999944,64
43,428,136,8.523533199999747,32
44,744,198,12.472280399999818,64
45,580,158,10.004101699999865,64
46,900,222,15.036351900000227,64
47,608,170,10.688137599999664,64
48,724,190,12.713152399999672,64
49,352,124,8.368183499999759,32
50,596,158,9.226038499999959,64
51,1296,298,18.399372800000037,64
52,856,202,11.645792799999981,64
53,336,122,7.6210995999999795,32
54,432,140,8.580016600000363,32
55,972,234,13.833435200000167,64
56,788,198,12.119327399999747,64
57,956,228,13.692321300000003,64
58,704,188,12.778101200000037,64
59,740,196,11.45279279999977,64
60,456,150,10.1716392000003,32
61,720,186,12.22832840000001,64
62,528,162,10.779287100000147,32
63,700,182,11.560545899999852,64
64,1232,272,16.994332600000234,128
65,396,132,8.019370400000298,32
66,864,212,13.39403510000011,64
67,684,180,11.39695219999976,64
68,500,158,9.440696800000296,32
69,756,204,12.738060499999847,64
70,656,186,11.364251299999978,64
71,732,194,12.2697548000001,64
72,672,172,11.671561300000121,64
73,420,136,8.444102200000088,32
74,400,134,8.938430900000185,32
75,840,214,13.723721800000021,64
76,780,208,12.365552899999784,64
77,764,200,12.968511999999919,64
78,584,162,10.331111299999975,64
79,872,228,12.655865899999753,64
80,632,176,10.952940200000285,64
81,920,236,15.733730500000092,64
82,616,168,10.673028400000021,64
83,688,180,11.957857800000056,64
84,788,204,14.083474400000341,64
85,796,200,12.129996499999834,64
86,712,190,12.336791899999753,64
87,416,144,9.856803900000159,32
88,512,148,9.629797099999905,64
89,440,142,7.692423500000132,32
90,692,190,12.924532700000327,64
91,712,192,12.064964000000145,64
92,904,222,15.274143000000095,64
93,1056,250,15.720044499999858,64
94,340,124,8.33505789999981,32
95,672,172,9.7019679,64
96,1088,258,15.972042200000033,64
97,448,142,9.474480800000038,32
98,564,172,11.345115499999793,32
99,732,192,12.097081899999921,64
100,676,182,11.992938500000037,64
101,736,196,10.772839700000077,64
102,672,190,10.729614100000163,64
103,1080,240,14.408597199999804,128
104,408,134,9.131646400000136,32
105,752,200,11.476688500000364,64
106,436,140,8.332254399999783,32
107,688,180,11.469116600000234,64
108,876,210,13.325933300000088,64
109,604,180,11.447927500000333,32
110,1400,300,19.080342700000074,128
111,572,156,10.902295100000174,64
112,708,182,10.375511300000198,64
113,572,156,10.957111700000041,64
114,1144,246,16.135478999999577,128
115,748,192,12.754746499999783,64
116,500,142,8.294374500000231,64
117,632,176,11.898798100000022,64
118,676,174,10.436581200000091,64
119,1064,258,15.892418599999928,64
120,624,172,10.478339000000233,64
121,708,190,13.548009399999955,64
122,692,182,12.871653499999866,64
123,732,198,11.949966399999994,64
124,600,168,10.191154200000256,64
125,776,200,13.52164380000022,64
126,936,228,13.553636900000129,64
127,624,170,11.23088080000025,64
128,1012,240,16.128816500000084,64
129,760,200,12.84891430000016,64
130,780,212,13.996510099999796,64
131,312,110,6.404461600000104,32
132,804,208,12.916947799999889,64
133,596,166,10.678682300000219,64
134,988,238,17.337316999999985,64
135,612,166,10.605740700000297,64
136,436,142,9.021338500000184,32
137,624,166,9.278189399999974,64
138,344,114,6.932931400000143,32
139,444,148,10.481407299999773,32
140,752,200,14.2299694000003,64
141,588,160,11.267396799999915,64
142,580,160,10.14923140000019,64
143,904,234,15.277708999999959,64
144,616,176,10.1147962,64
145,792,200,14.376609200000075,64
146,652,170,11.740994700000101,64
147,628,176,10.686808700000256,64
148,900,222,12.340411199999835,64
149,356,122,7.311020499999813,32
150,816,208,14.459783199999947,64
151,408,136,7.94909349999989,32
152,632,176,10.438110399999914,64
153,320,118,7.766133000000082,32
154,824,214,12.922823099999732,64
155,632,174,11.291173600000093,64
156,760,198,12.307397900000069,64
157,344,122,8.185748599999897,32
158,708,190,11.711020799999915,64
159,672,176,11.353764899999987,64
160,376,122,6.912793899999997,32
161,476,140,8.551610800000162,64
162,936,236,15.493703699999969,64
163,436,142,9.037684200000058,32
164,676,182,11.635700400000133,64
165,412,134,8.589104300000145,32
166,1064,262,15.491735600000084,64
167,932,226,14.953709699999763,64
168,548,158,10.578232800000023,64
169,704,188,11.904792799999996,64
170,556,162,10.321156399999836,32
171,720,188,10.786995599999955,64
172,732,202,13.1225515000001,64
173,744,198,11.202755599999819,64
174,288,110,7.178951500000039,32
175,1036,250,15.931749700000182,64
176,664,178,10.574206900000263,64
177,256,98,6.121865499999785,32
178,904,224,14.653742700000294,64
179,600,162,8.661041600000317,64
180,736,196,13.013189400000101,64
181,800,204,13.723872300000039,64
